Date,Dernier,Ouv., Plus Haut,Plus Bas,Vol.,Variation %,Close,High,Low,Open
08/09/2020,"13,00","13,00","13,00","13,00","0,16K","0,00%",13.0,13.0,13.0,13.0
09/09/2020,"13,00","13,00","13,00","13,00","9,65K","0,00%",13.0,13.0,13.0,13.0
11/09/2020,"13,00","13,00","13,00","13,00","0,10K","0,00%",13.0,13.0,13.0,13.0
15/09/2020,"13,00","13,00","13,00","13,00","0,01K","0,00%",13.0,13.0,13.0,13.0
16/09/2020,"13,00","13,00","13,00","13,00","1,53K","0,00%",13.0,13.0,13.0,13.0
17/09/2020,"13,00","13,00","13,00","13,00","320,55K","0,00%",13.0,13.0,13.0,13.0
18/09/2020,"13,00","13,00","13,00","13,00","26,51K","0,00%",13.0,13.0,13.0,13.0
21/09/2020,"13,00","13,00","13,00","13,00","0,12K","0,00%",13.0,13.0,13.0,13.0
24/09/2020,"13,00","13,00","13,00","13,00","150,08K","0,00%",13.0,13.0,13.0,13.0
25/09/2020,"13,00","13,00","13,00","13,00","0,70K","0,00%",13.0,13.0,13.0,13.0
30/09/2020,"13,00","13,00","13,00","13,00","5,94K","0,00%",13.0,13.0,13.0,13.0
01/10/2020,"13,00","13,00","13,00","13,00","0,15K","0,00%",13.0,13.0,13.0,13.0
02/10/2020,"13,00","13,00","13,00","13,00","5,00K","0,00%",13.0,13.0,13.0,13.0
05/10/2020,"13,00","13,00","13,00","13,00","0,30K","0,00%",13.0,13.0,13.0,13.0
06/10/2020,"13,00","13,00","13,00","13,00","0,11K","0,00%",13.0,13.0,13.0,13.0
07/10/2020,"13,00","13,00","13,00","13,00","0,15K","0,00%",13.0,13.0,13.0,13.0
08/10/2020,"13,00","13,00","13,00","13,00","5,00K","0,00%",13.0,13.0,13.0,13.0
12/10/2020,"13,00","13,00","13,00","13,00","1,98K","0,00%",13.0,13.0,13.0,13.0
13/10/2020,"13,00","13,00","13,00","13,00","2,60K","0,00%",13.0,13.0,13.0,13.0
14/10/2020,"13,00","13,00","13,00","13,00","1,00K","0,00%",13.0,13.0,13.0,13.0
16/10/2020,"13,00","13,00","13,00","13,00","0,25K","0,00%",13.0,13.0,13.0,13.0
20/10/2020,"13,00","13,00","13,00","13,00","3,12K","0,00%",13.0,13.0,13.0,13.0
23/10/2020,"13,00","13,00","13,00","13,00","0,80K","0,00%",13.0,13.0,13.0,13.0
26/10/2020,"13,00","13,00","13,00","13,00","1,41K","0,00%",13.0,13.0,13.0,13.0
27/10/2020,"13,00","13,00","13,00","13,00","5,00K","0,00%",13.0,13.0,13.0,13.0
28/10/2020,"13,00","13,00","13,00","13,00","6,41K","0,00%",13.0,13.0,13.0,13.0
30/10/2020,"13,00","13,00","13,00","13,00","20,10K","0,00%",13.0,13.0,13.0,13.0
02/11/2020,"13,00","13,00","13,00","13,00","9,18K","0,00%",13.0,13.0,13.0,13.0
03/11/2020,"13,00","13,00","13,00","13,00","5,00K","0,00%",13.0,13.0,13.0,13.0
04/11/2020,"13,00","13,00","13,00","13,00","5,00K","0,00%",13.0,13.0,13.0,13.0
05/11/2020,"13,00","13,00","13,00","13,00","127,45K","0,00%",13.0,13.0,13.0,13.0
06/11/2020,"13,00","13,00","13,00","13,00","6,99K","0,00%",13.0,13.0,13.0,13.0
09/11/2020,"13,00","13,00","13,00","13,00","13,41K","0,00%",13.0,13.0,13.0,13.0
10/11/2020,"13,00","13,00","13,00","13,00","11,57K","0,00%",13.0,13.0,13.0,13.0
11/11/2020,"13,00","13,00","13,00","13,00","0,65K","0,00%",13.0,13.0,13.0,13.0
12/11/2020,"13,00","13,00","13,00","13,00","8,35K","0,00%",13.0,13.0,13.0,13.0
13/11/2020,"13,00","13,00","13,00","13,00","5,11K","0,00%",13.0,13.0,13.0,13.0
16/11/2020,"13,00","13,00","13,00","13,00","1,40K","0,00%",13.0,13.0,13.0,13.0
17/11/2020,"13,00","13,00","13,00","13,00","2,01K","0,00%",13.0,13.0,13.0,13.0
18/11/2020,"13,00","13,00","13,00","13,00","9,10K","0,00%",13.0,13.0,13.0,13.0
19/11/2020,"13,00","13,00","13,00","13,00","70,36K","0,00%",13.0,13.0,13.0,13.0
20/11/2020,"13,00","13,00","13,00","13,00","1,22K","0,00%",13.0,13.0,13.0,13.0
23/11/2020,"13,00","13,00","13,00","13,00","108,64K","0,00%",13.0,13.0,13.0,13.0
24/11/2020,"13,00","13,00","13,00","13,00","12,48K","0,00%",13.0,13.0,13.0,13.0
25/11/2020,"13,00","13,00","13,00","13,00","4,89K","0,00%",13.0,13.0,13.0,13.0
26/11/2020,"13,00","13,00","13,00","13,00","0,54K","0,00%",13.0,13.0,13.0,13.0
27/11/2020,"13,00","13,00","13,00","13,00","0,49K","0,00%",13.0,13.0,13.0,13.0
30/11/2020,"13,00","13,00","13,00","13,00","0,93K","0,00%",13.0,13.0,13.0,13.0
01/12/2020,"13,00","13,00","13,00","13,00","5,57K","0,00%",13.0,13.0,13.0,13.0
03/12/2020,"13,00","13,00","13,00","13,00","5,11K","0,00%",13.0,13.0,13.0,13.0
08/12/2020,"13,00","13,00","13,00","13,00","0,20K","0,00%",13.0,13.0,13.0,13.0
09/12/2020,"13,00","13,00","13,00","13,00","0,09K","0,00%",13.0,13.0,13.0,13.0
10/12/2020,"13,00","13,00","13,00","13,00","0,61K","0,00%",13.0,13.0,13.0,13.0
11/12/2020,"13,00","13,00","13,00","13,00","3,31K","0,00%",13.0,13.0,13.0,13.0
14/12/2020,"13,00","13,00","13,00","13,00","6,31K","0,00%",13.0,13.0,13.0,13.0
15/12/2020,"13,00","13,00","13,00","13,00","3,51K","0,00%",13.0,13.0,13.0,13.0
16/12/2020,"13,00","13,00","13,00","13,00","1,02K","0,00%",13.0,13.0,13.0,13.0
17/12/2020,"13,00","13,00","13,00","13,00","2,87K","0,00%",13.0,13.0,13.0,13.0
